local,resolution,features,stage,seed,model,MSE,RMSE,MAE,R2,MAPE (ign. zeros),SMAPE,Poisson_Deviance,Pearson,Spearman
RJ,WEEKLY,CASEONLY,OPTIMIZED_CORRECTED,149,xgb_poisson,2.280131909824856,1.5100105661302028,0.2835730356906516,0.5986727475327072,70.53439364928477,19.952123266406417,3.501442783491885,0.7863243018855585,0.6124259896237167
RJ,WEEKLY,CASEONLY,OPTIMIZED_CORRECTED,149,xgb_zip,2.2925839325892268,1.5141281097018269,0.2929809855737416,0.596481060261391,90.26662511032292,18.50140055914946,5.223337955315357,0.7768705156141138,0.5813074353823162
RJ,WEEKLY,CASEONLY,OPTIMIZED_CORRECTED,220,rf,2.2514779194423613,1.5004925589426832,0.2902126439317068,0.6037161519001826,70.40057339114372,20.911320155356808,3.104492816391718,0.7790970840688406,0.6133691758408841
RJ,WEEKLY,CASEONLY,OPTIMIZED_CORRECTED,220,xgb_poisson,2.288723695239776,1.5128528333052678,0.2836061234393612,0.5971605027281409,70.45680278638817,19.97604522667713,3.5075095799883207,0.7816888641256767,0.6118062212403956
RJ,WEEKLY,CASEONLY,OPTIMIZED_CORRECTED,220,xgb_zip,2.316285789914854,1.5219348835987874,0.2941390567785767,0.5923092835155461,90.16116261944708,18.57356462392003,5.185738149809466,0.7741825923702728,0.579946869731082
RJ,WEEKLY,CASEONLY,OPTIMIZED_CORRECTED,222,rf,2.260819693828032,1.5036022392335122,0.2911501301451449,0.6020719011306477,70.5121942455914,20.951114916822213,3.1007248988432647,0.778274043210504,0.6130519213787289
RJ,WEEKLY,CASEONLY,OPTIMIZED_CORRECTED,222,xgb_poisson,2.24213614505669,1.4973764206293252,0.2827237834737724,0.6053604026697175,70.3944403420892,19.901623863856468,3.484262880017644,0.7892471903322777,0.6135425030450979
RJ,WEEKLY,CASEONLY,OPTIMIZED_CORRECTED,222,xgb_zip,2.303723474654785,1.5178021856140491,0.2936206820487934,0.5945203834287696,89.80282109347367,18.5888711914494,5.226145265842714,0.7759021957194395,0.5783704772816061
RJ,WEEKLY,CASEONLY,OPTIMIZED_CORRECTED,241,rf,2.2385075219482067,1.496164269707109,0.2902126439317068,0.6059990785884625,70.30728364731462,20.886388441693512,3.0933922520767307,0.7805538071249802,0.6139506663272737
RJ,WEEKLY,CASEONLY,OPTIMIZED_CORRECTED,241,xgb_poisson,2.2859553535977413,1.5119376156434965,0.2835289186923722,0.5976477600400101,70.82870020129596,19.926139611237808,3.5426651915435574,0.7834747361310826,0.6117719061496015
RJ,WEEKLY,CASEONLY,OPTIMIZED_CORRECTED,241,xgb_zip,2.32054308024882,1.523332885566651,0.2928376053293334,0.5915599555379305,90.2352825918856,18.56847629453621,5.366532864509891,0.7731432194097381,0.5753883492108123
RJ,WEEKLY,CASEONLY,OPTIMIZED_CORRECTED,248,rf,2.2480037058278555,1.4993344209441253,0.2910618961485861,0.6043276501202576,70.47726719338856,20.968310612860453,3.0985620823202367,0.7794335441315255,0.6128092264837102
RJ,WEEKLY,CASEONLY,OPTIMIZED_CORRECTED,248,xgb_poisson,2.3433846561079985,1.530811763773717,0.2853266863722592,0.5875395973989614,70.67918795227652,20.10616966921405,3.4952328511288804,0.7771935123654292,0.6100080035103369
RJ,WEEKLY,CASEONLY,OPTIMIZED_CORRECTED,248,xgb_zip,2.3236422993779504,1.524349795610558,0.2937530330436317,0.5910144603003399,89.74795315049606,18.56610897114913,5.246995334772843,0.7726655470424957,0.5788508073208398
RJ,WEEKLY,CASEONLY,OPTIMIZED_CORRECTED,254,rf,2.241540565579918,1.497177533086814,0.2904883751709534,0.6054652309360161,70.3224829918342,20.936406407355346,3.0974171384044697,0.7800997529403818,0.6133792452848693
RJ,WEEKLY,CASEONLY,OPTIMIZED_CORRECTED,254,xgb_poisson,2.2582609079278244,1.502751113101509,0.283385538447964,0.6025222744228934,70.5656937839645,19.965259710693083,3.512659669759319,0.7870085634817704,0.6115777006236669
