ID_UNIDADE,LAT,LNG,Y_MEAN,N_OBS,coef_Intercept,t_Intercept,coef_TEM_AVG,t_TEM_AVG,coef_RAIN,t_RAIN
5476585,-22.84159,-43.27056,0.09523809523809523,21,-0.37700191033749575,-8.067951652957465,0.07367478314494377,1.438836607347625,-0.020464077274179683,-0.34477489567951514
5478898,-22.80433,-43.40361,0.09523809523809523,21,-0.3884412281695962,-8.21858202432979,0.06091745473132138,1.3510607898325275,-0.24422123323924666,-3.1087256043073577
5526620,-22.79001,-43.42504,0.0,21,-0.388462417139973,-8.233779330325184,0.06708923373291371,1.4290540041197328,-0.19099685180199377,-2.1870545821956067
5546583,-22.86167,-43.4541,0.09523809523809523,21,-0.39942580546821665,-8.405742724798825,0.08898556884440238,1.6947170157079328,-0.47513438152027476,-5.2118300027854385
5546591,-22.86707,-43.4789,0.0,21,-0.3983983587665842,-8.46171648397447,0.09368459785447261,1.764900676753521,-0.33431236976178597,-5.196467806568517
5621720,-22.89173,-43.59016,0.0,21,-0.39570311050097773,-8.402496291441734,0.09319734221788926,1.7296767588128794,-0.14855459530863166,-2.6894483429313376
5677351,-22.90947,-43.28628,0.0,21,-0.3810331354947913,-8.13305898426384,0.06472282905128947,1.239642209482937,-0.04031596532808665,-0.6612583617735089
5682819,-22.89142,-43.40083,0.0,21,-0.4032355458955711,-8.361741619138662,0.03740402056706077,0.7396881744588958,-0.1978313490974603,-2.7772481381580008
5717256,-22.82426,-43.34743,0.0,21,-0.3829582505438142,-8.155933108099674,0.029740277620211863,0.5378746274634555,-0.07487198564763595,-1.0784189574370675
5879655,-22.82983,-43.32875,0.0,21,-0.3811659928378209,-8.135134275036302,0.04549289236533381,0.8599996327268431,-0.04654686021478319,-0.7160149850794293
5955629,-22.85557,-43.32931,0.19047619047619047,21,-0.3828398667026865,-8.167032244661636,0.03326624866027369,0.6237556398598632,-0.026868139225476824,-0.38745505112766565
5955645,-22.87128,-43.45959,0.09523809523809523,21,-0.400362959604877,-8.436709140418795,0.09308469716008178,1.728169411675284,-0.45862896201829717,-5.230249315744764
5955653,-22.88317,-43.55664,0.0,21,-0.3961782178083278,-8.43398339866089,0.0933965170832159,1.7429905926853018,-0.15768375659326703,-2.8609338129886392
5955688,-22.83859,-43.39829,0.0,21,-0.39345552710518134,-8.232928471997742,0.03961167459674304,0.8312722226643604,-0.30983660139904534,-3.805666961900755
5967198,-22.78604,-43.32296,0.0,21,-0.378235356287675,-8.078753821306485,0.07490434706995323,1.501146105367288,0.006161168120547648,0.0988958695727084
6007317,-22.78164,-43.29714,2.142857142857143,21,-0.37630555509685604,-8.050197052909988,0.08119925833662082,1.6080674911517499,0.026358148967059798,0.4270885405665865
6023320,-22.86426,-43.25283,0.0,21,-0.3767469430696131,-8.06186134084128,0.07612331104472594,1.4784102722583699,-0.04610558885653749,-0.7641160883949207
6023916,-22.8699,-43.4552,0.19047619047619047,21,-0.4005452769855332,-8.421725013616093,0.09205317129880033,1.7069963279720792,-0.4743311806118577,-5.183921187736016
